image1,image1_path,image2,image2_path,distance,confidence,similarity
159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.9971,0.0029,2
081_156ea596.jpg,(datasets/house_styles/all_images/081_156ea596.jpg),230_4add03cc.jpg,(datasets/house_styles/all_images/230_4add03cc.jpg),1.0029,0.0029,3
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),122_e44a0cb3.jpg,(datasets/house_styles/all_images/122_e44a0cb3.jpg),1.003,0.003,2
168_bbf12d12.jpg,(datasets/house_styles/all_images/168_bbf12d12.jpg),201_936151d8.jpg,(datasets/house_styles/all_images/201_936151d8.jpg),0.9969,0.0031,2
469_1ad24162.jpg,(datasets/house_styles/all_images/469_1ad24162.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),1.0034,0.0034,3
050_999633cb.jpg,(datasets/house_styles/all_images/050_999633cb.jpg),388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),0.9966,0.0034,2
041_d7474487.jpg,(datasets/house_styles/all_images/041_d7474487.jpg),035_7b4de4fd.jpg,(datasets/house_styles/all_images/035_7b4de4fd.jpg),0.9964,0.0036,3
172_fb1c801f.jpg,(datasets/house_styles/all_images/172_fb1c801f.jpg),077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),1.0036,0.0036,1
128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),150_1454420c.jpg,(datasets/house_styles/all_images/150_1454420c.jpg),1.0037,0.0037,1
257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),1.0038,0.0038,2
117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),108_c76f77e2.jpg,(datasets/house_styles/all_images/108_c76f77e2.jpg),1.0038,0.0038,1
366_08eff319.jpg,(datasets/house_styles/all_images/366_08eff319.jpg),229_f79304e9.jpg,(datasets/house_styles/all_images/229_f79304e9.jpg),1.0039,0.0039,2
113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),069_3a6f2b43.jpg,(datasets/house_styles/all_images/069_3a6f2b43.jpg),0.9961,0.0039,1
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),096_0dc661af.jpg,(datasets/house_styles/all_images/096_0dc661af.jpg),1.004,0.004,3
095_0a434ed3.jpg,(datasets/house_styles/all_images/095_0a434ed3.jpg),020_c8201633.jpg,(datasets/house_styles/all_images/020_c8201633.jpg),0.9959,0.0041,3
163_83960f4c.jpg,(datasets/house_styles/all_images/163_83960f4c.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),0.9957,0.0043,3
180_ea16e99b.jpg,(datasets/house_styles/all_images/180_ea16e99b.jpg),058_7f8c2954.jpg,(datasets/house_styles/all_images/058_7f8c2954.jpg),0.9957,0.0043,2
168_bbf12d12.jpg,(datasets/house_styles/all_images/168_bbf12d12.jpg),139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),1.0043,0.0043,1
094_c29b2dc0.jpg,(datasets/house_styles/all_images/094_c29b2dc0.jpg),304_56934f95.jpg,(datasets/house_styles/all_images/304_56934f95.jpg),0.9957,0.0043,3
284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),1.0044,0.0044,3
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),1.0044,0.0044,3
196_95e8f791.jpg,(datasets/house_styles/all_images/196_95e8f791.jpg),485_1c18da79.jpg,(datasets/house_styles/all_images/485_1c18da79.jpg),0.9954,0.0046,1
128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),0.9953,0.0047,1
187_f9d3cf18.jpg,(datasets/house_styles/all_images/187_f9d3cf18.jpg),284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),0.9952,0.0048,1
349_60f37449.jpg,(datasets/house_styles/all_images/349_60f37449.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),1.005,0.005,3
081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),382_baa9260f.jpg,(datasets/house_styles/all_images/382_baa9260f.jpg),1.0051,0.0051,2
011_cc99985c.jpg,(datasets/house_styles/all_images/011_cc99985c.jpg),331_377860bc.jpg,(datasets/house_styles/all_images/331_377860bc.jpg),0.9948,0.0052,2
080_1bdfee05.jpg,(datasets/house_styles/all_images/080_1bdfee05.jpg),106_253755c1.jpg,(datasets/house_styles/all_images/106_253755c1.jpg),1.0054,0.0054,1
080_1bdfee05.jpg,(datasets/house_styles/all_images/080_1bdfee05.jpg),096_0dc661af.jpg,(datasets/house_styles/all_images/096_0dc661af.jpg),1.0054,0.0054,1
054_37cbf3d3.jpg,(datasets/house_styles/all_images/054_37cbf3d3.jpg),469_1ad24162.jpg,(datasets/house_styles/all_images/469_1ad24162.jpg),1.0055,0.0055,1
068_dc83e73a.jpg,(datasets/house_styles/all_images/068_dc83e73a.jpg),346_e98ba7a9.jpg,(datasets/house_styles/all_images/346_e98ba7a9.jpg),0.9945,0.0055,2
117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),147_579b3c29.jpg,(datasets/house_styles/all_images/147_579b3c29.jpg),1.0056,0.0056,3
384_7bba4266.jpg,(datasets/house_styles/all_images/384_7bba4266.jpg),190_48347536.jpg,(datasets/house_styles/all_images/190_48347536.jpg),0.9944,0.0056,1
116_32f01ef6.jpg,(datasets/house_styles/all_images/116_32f01ef6.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),1.0057,0.0057,2
128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),159_7b4fd689.jpg,(datasets/house_styles/all_images/159_7b4fd689.jpg),1.0061,0.0061,1
098_cff86baa.jpg,(datasets/house_styles/all_images/098_cff86baa.jpg),035_6e7ff66b.jpg,(datasets/house_styles/all_images/035_6e7ff66b.jpg),1.0062,0.0062,3
363_12412886.jpg,(datasets/house_styles/all_images/363_12412886.jpg),208_78b28f8b.jpg,(datasets/house_styles/all_images/208_78b28f8b.jpg),0.9934,0.0066,3
439_ac9a7940.jpg,(datasets/house_styles/all_images/439_ac9a7940.jpg),301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),0.9932,0.0068,2
017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),507_7d484885.jpg,(datasets/house_styles/all_images/507_7d484885.jpg),1.0076,0.0076,1
105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),1.0078,0.0078,3
397_54b2527d.jpg,(datasets/house_styles/all_images/397_54b2527d.jpg),360_28ef686b.jpg,(datasets/house_styles/all_images/360_28ef686b.jpg),0.9922,0.0078,1
095_3cbc2895.jpg,(datasets/house_styles/all_images/095_3cbc2895.jpg),109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),1.008,0.008,2
115_32cb3529.jpg,(datasets/house_styles/all_images/115_32cb3529.jpg),216_8570669c.jpg,(datasets/house_styles/all_images/216_8570669c.jpg),1.008,0.008,2
025_bea784dd.jpg,(datasets/house_styles/all_images/025_bea784dd.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.9919,0.0081,2
122_e44a0cb3.jpg,(datasets/house_styles/all_images/122_e44a0cb3.jpg),236_1c4cda1e.jpg,(datasets/house_styles/all_images/236_1c4cda1e.jpg),0.9919,0.0081,2
112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),0.9918,0.0082,1
194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),0.9917,0.0083,1
012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),1.0085,0.0085,2
143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),037_326d0815.jpg,(datasets/house_styles/all_images/037_326d0815.jpg),0.9915,0.0085,1
105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),0.991,0.009,2
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),334_493d0c20.jpg,(datasets/house_styles/all_images/334_493d0c20.jpg),0.9909,0.0091,3
366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),153_acb5cd48.jpg,(datasets/house_styles/all_images/153_acb5cd48.jpg),0.9908,0.0092,2
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),0.9908,0.0092,1
447_96c74801.jpg,(datasets/house_styles/all_images/447_96c74801.jpg),196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),1.0092,0.0092,1
053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),1.0096,0.0096,1
018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),035_6e7ff66b.jpg,(datasets/house_styles/all_images/035_6e7ff66b.jpg),0.9903,0.0097,3
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),037_326d0815.jpg,(datasets/house_styles/all_images/037_326d0815.jpg),1.0098,0.0098,1
083_b149d914.jpg,(datasets/house_styles/all_images/083_b149d914.jpg),304_56934f95.jpg,(datasets/house_styles/all_images/304_56934f95.jpg),1.0099,0.0099,2
181_7a55eb4a.jpg,(datasets/house_styles/all_images/181_7a55eb4a.jpg),050_999633cb.jpg,(datasets/house_styles/all_images/050_999633cb.jpg),0.99,0.01,2
155_732ad883.jpg,(datasets/house_styles/all_images/155_732ad883.jpg),429_bd3086cc.jpg,(datasets/house_styles/all_images/429_bd3086cc.jpg),1.0102,0.0102,1
128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),1.0103,0.0103,1
163_de1fdac4.jpg,(datasets/house_styles/all_images/163_de1fdac4.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),1.0104,0.0104,1
247_7ebd437b.jpg,(datasets/house_styles/all_images/247_7ebd437b.jpg),123_d5fed066.jpg,(datasets/house_styles/all_images/123_d5fed066.jpg),1.0104,0.0104,1
142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),470_6e733604.jpg,(datasets/house_styles/all_images/470_6e733604.jpg),1.0105,0.0105,1
159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),410_43ec7ac3.jpg,(datasets/house_styles/all_images/410_43ec7ac3.jpg),1.0106,0.0106,1
011_cc99985c.jpg,(datasets/house_styles/all_images/011_cc99985c.jpg),363_12412886.jpg,(datasets/house_styles/all_images/363_12412886.jpg),0.9893,0.0107,2
105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),069_3a6f2b43.jpg,(datasets/house_styles/all_images/069_3a6f2b43.jpg),0.9892,0.0108,3
384_7bba4266.jpg,(datasets/house_styles/all_images/384_7bba4266.jpg),284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),1.0111,0.0111,1
399_33c5d6dd.jpg,(datasets/house_styles/all_images/399_33c5d6dd.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),0.9888,0.0112,1
095_3cbc2895.jpg,(datasets/house_styles/all_images/095_3cbc2895.jpg),159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),1.0115,0.0115,2
159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),129_eef5c8a1.jpg,(datasets/house_styles/all_images/129_eef5c8a1.jpg),1.0115,0.0115,2
007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),507_7d484885.jpg,(datasets/house_styles/all_images/507_7d484885.jpg),1.0116,0.0116,1
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),0.9884,0.0116,1
474_ebf934b6.jpg,(datasets/house_styles/all_images/474_ebf934b6.jpg),123_aa386d79.jpg,(datasets/house_styles/all_images/123_aa386d79.jpg),1.0,0.0,0.0
357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),469_1ad24162.jpg,(datasets/house_styles/all_images/469_1ad24162.jpg),0.9999,0.0001,0.0
474_ebf934b6.jpg,(datasets/house_styles/all_images/474_ebf934b6.jpg),069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),1.0001,0.0001,0.0
324_b65d6469.jpg,(datasets/house_styles/all_images/324_b65d6469.jpg),476_018c324b.jpg,(datasets/house_styles/all_images/476_018c324b.jpg),1.0002,0.0002,0.0
428_5c14629a.jpg,(datasets/house_styles/all_images/428_5c14629a.jpg),159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),1.0006,0.0006,0.0
380_05c909d1.jpg,(datasets/house_styles/all_images/380_05c909d1.jpg),132_8e5fa493.jpg,(datasets/house_styles/all_images/132_8e5fa493.jpg),0.9993,0.0007,0.0
199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),132_8e5fa493.jpg,(datasets/house_styles/all_images/132_8e5fa493.jpg),1.0008,0.0008,0.0
020_616a995d.jpg,(datasets/house_styles/all_images/020_616a995d.jpg),083_b149d914.jpg,(datasets/house_styles/all_images/083_b149d914.jpg),0.9992,0.0008,0.0
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),058_7f8c2954.jpg,(datasets/house_styles/all_images/058_7f8c2954.jpg),0.9991,0.0009,0.0
253_4be9d181.jpg,(datasets/house_styles/all_images/253_4be9d181.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),1.0011,0.0011,0.0
123_d5fed066.jpg,(datasets/house_styles/all_images/123_d5fed066.jpg),135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),1.0013,0.0013,0.0
002_5ef9df19.jpg,(datasets/house_styles/all_images/002_5ef9df19.jpg),128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),1.0013,0.0013,0.0
100_b2a006af.jpg,(datasets/house_styles/all_images/100_b2a006af.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.9985,0.0015,0.0
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),1.0016,0.0016,0.0
284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),023_5efdbc2d.jpg,(datasets/house_styles/all_images/023_5efdbc2d.jpg),1.0016,0.0016,0.0
196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),0.9977,0.0023,0.0
343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),260_ff34f4ba.jpg,(datasets/house_styles/all_images/260_ff34f4ba.jpg),0.9976,0.0024,0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),035_6e7ff66b.jpg,(datasets/house_styles/all_images/035_6e7ff66b.jpg),0.9975,0.0025,0.0
060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),168_73a8fa29.jpg,(datasets/house_styles/all_images/168_73a8fa29.jpg),0.9975,0.0025,0.0
420_dc34f8c6.jpg,(datasets/house_styles/all_images/420_dc34f8c6.jpg),067_6de6b577.jpg,(datasets/house_styles/all_images/067_6de6b577.jpg),1.0026,0.0026,0.0
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),089_517b8ebc.jpg,(datasets/house_styles/all_images/089_517b8ebc.jpg),0.9973,0.0027,0.0
430_4e0ee28c.jpg,(datasets/house_styles/all_images/430_4e0ee28c.jpg),017_d780b748.jpg,(datasets/house_styles/all_images/017_d780b748.jpg),0.9972,0.0028,0.0
338_ad39cc5d.jpg,(datasets/house_styles/all_images/338_ad39cc5d.jpg),234_25b7959b.jpg,(datasets/house_styles/all_images/234_25b7959b.jpg),0.9971,0.0029,0.0
470_6e733604.jpg,(datasets/house_styles/all_images/470_6e733604.jpg),080_1bdfee05.jpg,(datasets/house_styles/all_images/080_1bdfee05.jpg),0.9971,0.0029,0.0
130_1d93de4f.jpg,(datasets/house_styles/all_images/130_1d93de4f.jpg),023_5efdbc2d.jpg,(datasets/house_styles/all_images/023_5efdbc2d.jpg),0.9969,0.0031,0.0
048_0a8b5dde.jpg,(datasets/house_styles/all_images/048_0a8b5dde.jpg),096_0dc661af.jpg,(datasets/house_styles/all_images/096_0dc661af.jpg),0.9965,0.0035,0.0
035_7b4de4fd.jpg,(datasets/house_styles/all_images/035_7b4de4fd.jpg),493_2782a145.jpg,(datasets/house_styles/all_images/493_2782a145.jpg),0.9962,0.0038,0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),260_ff34f4ba.jpg,(datasets/house_styles/all_images/260_ff34f4ba.jpg),0.9962,0.0038,0.0
470_6e733604.jpg,(datasets/house_styles/all_images/470_6e733604.jpg),310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),1.004,0.004,0.0
229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),141_965cfe04.jpg,(datasets/house_styles/all_images/141_965cfe04.jpg),1.0041,0.0041,0.0
380_05c909d1.jpg,(datasets/house_styles/all_images/380_05c909d1.jpg),508_f213ab72.jpg,(datasets/house_styles/all_images/508_f213ab72.jpg),1.0042,0.0042,0.0
508_f213ab72.jpg,(datasets/house_styles/all_images/508_f213ab72.jpg),135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),0.9957,0.0043,0.0
073_d9fb51c3.jpg,(datasets/house_styles/all_images/073_d9fb51c3.jpg),152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),0.9957,0.0043,0.0
007_97626a67.jpg,(datasets/house_styles/all_images/007_97626a67.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),1.0044,0.0044,0.0
028_955ddd2f.jpg,(datasets/house_styles/all_images/028_955ddd2f.jpg),133_91a1133a.jpg,(datasets/house_styles/all_images/133_91a1133a.jpg),1.0044,0.0044,0.0
229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),180_ea16e99b.jpg,(datasets/house_styles/all_images/180_ea16e99b.jpg),0.9955,0.0045,0.0
279_0a7ee454.jpg,(datasets/house_styles/all_images/279_0a7ee454.jpg),012_f438db3a.jpg,(datasets/house_styles/all_images/012_f438db3a.jpg),0.9954,0.0046,0.0
001_d2c7428a.jpg,(datasets/house_styles/all_images/001_d2c7428a.jpg),028_955ddd2f.jpg,(datasets/house_styles/all_images/028_955ddd2f.jpg),0.9952,0.0048,0.0
004_7a46c013.jpg,(datasets/house_styles/all_images/004_7a46c013.jpg),255_c44d1f35.jpg,(datasets/house_styles/all_images/255_c44d1f35.jpg),1.0049,0.0049,0.0
144_cb90f7ea.jpg,(datasets/house_styles/all_images/144_cb90f7ea.jpg),175_d61edc30.jpg,(datasets/house_styles/all_images/175_d61edc30.jpg),1.005,0.005,0.0
103_cd0a617c.jpg,(datasets/house_styles/all_images/103_cd0a617c.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),1.0052,0.0052,0.0
124_335423e9.jpg,(datasets/house_styles/all_images/124_335423e9.jpg),001_beaee5fe.jpg,(datasets/house_styles/all_images/001_beaee5fe.jpg),1.0052,0.0052,0.0
131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),1.0055,0.0055,0.0
167_65150acf.jpg,(datasets/house_styles/all_images/167_65150acf.jpg),067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),1.0056,0.0056,0.0
036_5236be5e.jpg,(datasets/house_styles/all_images/036_5236be5e.jpg),129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),1.0058,0.0058,0.0
036_5236be5e.jpg,(datasets/house_styles/all_images/036_5236be5e.jpg),135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),1.0058,0.0058,0.0
427_31f4d6f2.jpg,(datasets/house_styles/all_images/427_31f4d6f2.jpg),221_cbdbfa68.jpg,(datasets/house_styles/all_images/221_cbdbfa68.jpg),1.0059,0.0059,0.0
372_396c03a6.jpg,(datasets/house_styles/all_images/372_396c03a6.jpg),069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),1.0059,0.0059,0.0
470_6e733604.jpg,(datasets/house_styles/all_images/470_6e733604.jpg),136_976f1a71.jpg,(datasets/house_styles/all_images/136_976f1a71.jpg),1.0059,0.0059,0.0
467_834e3436.jpg,(datasets/house_styles/all_images/467_834e3436.jpg),260_ff34f4ba.jpg,(datasets/house_styles/all_images/260_ff34f4ba.jpg),1.006,0.006,0.0
384_7bba4266.jpg,(datasets/house_styles/all_images/384_7bba4266.jpg),041_9c259b38.jpg,(datasets/house_styles/all_images/041_9c259b38.jpg),0.994,0.006,0.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),1.006,0.006,0.0
456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),1.0062,0.0062,0.0
389_08eeac29.jpg,(datasets/house_styles/all_images/389_08eeac29.jpg),094_c29b2dc0.jpg,(datasets/house_styles/all_images/094_c29b2dc0.jpg),1.0062,0.0062,0.0
